,0,2,3
36,MQXZW_c30OdTsLcLkhjzlQ,-115.207608327,36.147574438
37,w-Z-_0tpCJ7ahmHnhA6tbw,-89.5257015091,43.0907398949
38,E-Dtjsw3tjwotRPsMLZhsQ,-3.2046644,55.95139
39,qW_IhIe5YQ1hcVK6gkKY1A,-79.4044265,43.7336749
40,SA4qeFCkbEV7MU5vEx_tUw,-115.0837128,36.0025077
41,uBXEI3Vq8ZSQkhkgN5z6aQ,-73.5757802,45.5245983
42,wh2o1CPduEtg-wFCuJlQKQ,-73.605223,45.561651
43,k_90gSYkCpPuTPlgMzVd8g,-79.4245004654,43.6624388384
44,T2DvmUw_JUREb-rsDk3LBQ,-111.67312324,33.4148563732
45,Ug4bfhSadfb1Lm6fqym5ZA,-80.846592,35.228193
46,reMD4XrJSJ-bQ185AmZL3A,-115.222688001,36.1438685015
47,Sezj70iiLc_Zl_-Eyr2eXg,-79.2403278,43.7947094
48,CaF9FC8GEBfDDbptPgkgBw,-111.964449,33.347355
49,He_4k_w_8bjWnoepahS2zw,-79.3660936696,43.790579849
50,DcyeRzICLrMkrPpJDzjQ6Q,-79.2873923228,43.6741639265
51,n1enmEHcgLKw64wdpS0low,-3.2053672,55.9519813
52,MGMGdbZ99LFA1iugy9CdOA,-79.4148142,43.6549094
53,_vBCm43Wp9GEBY0hllj8bg,-73.60581,45.477186
54,rDMptJYWtnMhpQu_rRXHng,-112.0643825,33.6070702
55,HTr7gRurfw_A6EgwGEwc4g,-79.6686589,43.5081166
56,aAiDjaeWjiD8XxRBGMLKyw,-82.0186815,41.4593657
57,vDEmA4KkKgP5htnp9qMHbA,-111.9302248,33.3217139
58,OfITr0B8bZU3vukSQJIrWQ,-111.9898781,33.4949805
59,iyqeV1g0Q78bS2LHoZrBCQ,-111.5391948,33.1372767
60,aeXM2NKLt-k7Lp7hBiBpWQ,-79.5011515,43.6018718
61,FVY75lAgzS4BKFPnZ8oHeA,-73.5968068,45.5183307
62,HD7GoWA4e3AeBfb0KPCy8Q,-79.403651,43.6669472
63,QgcVHtK4som693gpaCWh6A,-79.3968301266,43.7004579149
64,ht9Z_l_Eq4vx-SFsltVlaQ,-115.2414974,36.0553574
65,a5c8kBGRGh1-pzF3TXiA2g,-115.1381559,36.1724584
66,xMOupO7-c7howKlS1AQwJw,-81.8268478105,41.3714780043
67,EAiFR299WV3OQ68pHMlmGw,-81.922058,41.4168193
68,LIWc7LI1w2GbuEsTLwjWLg,-111.8303394,33.4141147
69,--cZ6Hhc9F7VkKXxHMVZSQ,-80.8448199047,35.1998528426
70,8ONIgnNHGS_2USuaLcHdxQ,-80.6259988,35.4976436
71,Pd61kr7Tfoh0lLq7Kz8PuQ,-79.4924244,43.6882466
72,mr3rQcYBKWu2L6o7qtQ9Wg,-79.4260211,43.6691157
73,qzbbz8QaoPsAlXEsjgtusg,-79.2442842,43.9705861
74,TJresValKB2aHcmrwNEskQ,-79.3258775,43.6828114
75,PS5ghm09F2km76m4sQNJAw,-79.3447074,43.8155431
76,O5ghc-XP5nQ1EtoFev5NIg,-73.5646532,45.515548
77,BngVzrOVcYoCTmPT7CpIlg,-111.9260382,33.3844823
78,PyTHy9VPOhBCiGLsi-PA2Q,-79.955248,40.438875
79,hp1qK1gOvYRdhhBQsE-zLg,-79.2280617,43.7670713
80,trzuDWvJqEIxtqjsKHCrhg,-79.3802333,43.648684
81,gol8tETztQVNcjHW5K-NXA,-79.2865965,43.7464754
82,TFDT0ueZ3b3uyyMzhJFHTA,-79.6499332,43.6079065
83,O9LDS66IUKIBkGz_uFZKWQ,-115.2930438,36.1585019
84,bzyoY6HHZJS39fspg-6DrA,-115.1714995,36.0544189
85,dbPAgpJhRMjUhbkcj8RS7A,-3.1989762,55.9571194
86,nJktGdlCdrH66UtlADlWJg,-88.1906702,40.0930433
87,AjSS_4c_pVZqrEu-U3edSQ,-80.850106,35.170862
88,NieVNg1pP-PPeGUsdpy9BA,-115.1680316,36.1220839
89,0eJG77JOkyMIBhc4Xbuqfw,-115.1583224,36.0577328
90,fEzD4avBOz1NoGdKgFJKIQ,-81.5091133118,41.1598280498
91,PCugqia4CsE9krMJyJ8UXw,-80.9402901706,35.2242230736
92,a5HUZPAn8J_cCyi_qQ29vg,-81.3735033,41.6390022
93,s2oTzh21fWMXy4YrSAq_wQ,-115.213592099,36.126670533
94,5k5GU_meOdyYZHDWwfzvKw,-81.46521,41.642188
95,x5yBZsTnFb1ah75XRXJz9Q,-79.3919123,43.6703111
96,ArVI5W62YpMxjTL0cyz6MQ,-79.4581917,43.8486332
97,y62FEiBiSQF3b3Mu7yPWLA,-79.3347158,43.7137213
98,NnJAsBJ7wGVNsQJnUsfEiQ,-79.4394009,43.6890106
99,la4mM0mSexjkOLe1goXJPg,-79.4103279,43.7644706
100,lnSbCGq1ktUO8KbXjRWvSQ,-73.579395,45.493388
101,Cw7jwVBAahxMNcE_KijLWQ,-79.4672129,43.6717405
102,-iE-wYKjSzNKp_9Q9G3W4w,-80.860703,35.088498
103,KjuvzMveMCyUqbQy3dBuBA,-79.3043476139,43.8258159826
104,WKntGwdAr_vuSx02VFvQgw,-80.7343993,35.2574987
105,bT8rUptbdDGVwdTIMYz8Ow,-112.11578,33.586891
106,IOAoS3BngueAhXy3B1dEQA,-73.7847005,45.5225407
107,0oaeKi-s-tg830_F8nnRwQ,-111.9261001,33.4737168
108,HAN_DTfhJHKK6_u_2K7oZQ,-73.5761458,45.4797398
109,ccQhq9pSd_5wj1yMwiM7iA,-112.0867893,33.5091348
110,Pd52CjgyEU3Rb8co6QfTPw,-115.1708484,36.0669136
111,JpBx7K0z5P0wZz6Lj92HYw,-79.273554,43.775182
112,Hliq9wrI1BcR-xcG_C9_Qg,-112.2211163,33.4673054
113,C6vH0qzmcerMkiJy3VO9qA,-79.3848513,43.6500952
114,3o73JwZ8UXekr7scp8VeWg,-73.573907,45.5500926
115,t61eGISz7qMOxEe7o3vwEw,-111.962556896,33.3216322198
116,IEJFia0wQX7UezfXsenI5g,-115.136021617,36.1181769595
117,7vPI7feAokYh3ZN9a0drOg,-111.841052,33.3848307
118,svTDpnD6yj77h5iH9lDucw,-115.208633423,36.1586990356
119,-G7bby_wc7qEKTV31ufDcA,-79.472774,43.783954
120,DTrcSHhz3W7yCkRoZC9xYw,-79.419174,43.6455388
121,6OjvwgCocqmghcnau69upA,-112.3491276,33.4427216
122,RlsNlGP4U-yq-sxfcyAtRw,-3.2161010429,55.9462095381
123,MJAhYT77FA4YH9QWY3aqJA,-3.1786259,55.9629242
124,y4ETe3DkcIjjr_eyeg5U5g,-115.152920932,36.1586573241
125,tp8ghaYF8HVVg5dhO43HvQ,-73.5930756,45.5470657
126,1LM9PRDlmBpIgBKdAAWIZA,-112.0739934,33.4493297
127,4h8HCTd5h-oEH9XtkX82GQ,-112.238949984,33.582080016
128,hJApSwheuQhctflM4fAhYA,-115.115447,36.19549
129,J-FuCgC_2TVC3cMBec0w8A,-111.7899934,33.2363769
130,K3VpteRXtP11BDYZnu1I7A,-79.6886369881,43.4480019891
131,8Je4vPylVVpmatRDC5ZJWg,-73.5638958,45.4710952
132,dczaqb-9F-Rx17RZVGrg5w,-80.8413659,35.2288659
133,C3PVq7UpeHd6nz1_e-AtkA,-79.41173,43.655787
134,cvELVLQ4jbS5Qqbm79IxVA,-80.0302099809,40.4051299316
135,s7WZTJQxs5MR9HSHQyg7rw,-115.139156134,36.08102827
136,EvsbXberGLbwGGVWb-n2-w,-89.5014542,43.0844617
137,qD2XkKW6yOcdfszjVtlpVg,-81.2557204,35.2573468
138,JyLBXe5r9CooPLLlbgZ5FA,-82.0189155,41.3842511
139,bYscwOmCux0HRXF9nJ4qBQ,-88.0424035,40.111971
140,WuAoQ73PGtG2u-rbA5Nwhg,9.2216605,48.6572449
141,IdJw-ZVnIXmWRboBIVADBQ,-80.844436,35.202646
142,fE9qwymLDKUvTXiF99jNNQ,-80.000128,40.437427
143,RG18JTuxSiiKVHiqBF_SQw,-79.5702205,43.6232615
144,2EJeW2tHqNbAIxoaJ4tMbg,-79.671691,43.532074
145,cp0F3ayzAFOBKc16oMbBKw,-81.6271665,41.3194869
146,92_L_cBI11zfiFkxLs7Agw,-111.8819953,33.3396669
147,S-egzF2c7bRpCUNbZqV8dg,-115.11599,36.027835
148,rMaNazWEL_XN4iiYpBGRaw,-79.4142951,43.7758486
149,F6udStyUa5XJNClokVGDWg,-73.59039,45.5420469
150,8S4-t-L3b9DHAl-NwR05Uw,-73.5099277,45.6555668
151,PF8sx9WxPddAf8qdK6tr0g,-73.595104,45.5229987
152,c1A0vzAyQ7TLIgcoTlUMyA,-79.3898095,43.6700032
153,-uEpcUCJwn8MlWhakIAASA,-81.6831533,41.3488021
154,f8IzBwBi44eqKYEtaVUWxQ,-79.6745941,40.3063494
155,xxelcbat6roueQvnk3TRmA,-112.236959,33.627221
156,008ufO4N3ua0w03w_wPF2A,-79.3617581,43.7055722
157,hprgR5AfGZbZ4Xvolh3q_g,-79.5072176,43.6253
158,yxdmX8dXk5Se9zJ4WAW1pw,-79.3928145,43.6559955
159,F8hRwpv5F8rOyvmun1sBrw,9.25994,48.8407
160,s9n4QJcwjmKAtncXTq35fw,-111.9863677,33.4823232
161,td4tiWnfeVoxIClWjZmYAA,-80.0360781,40.5394058
162,PF9-QuAKgQce5TSdBZ0dCA,-115.2800962,36.0569676
163,BRbTC0pm87v7D5JxcUBhVg,-73.5094977,45.5009503
164,n7V4cD-KqqE3OXk0irJTyA,-115.1788768,36.0682585154
165,TulmRC5V0--dnXYd_GOSvA,-111.891315,33.3785543
166,BGoh78jgne5RLAz0YY54Ng,-79.3509916,43.6779459
167,NsDydu5clpNkiTahn3wQ2g,-89.495884,43.061398
168,h7As2jB8bhfFxCMCvdssWA,-112.0569366,33.4367928
169,loSgYD9dHOsjjm7QCly5qw,-115.1726202,36.1183787
170,pCb0jYxksLR562vV7As1bQ,-80.781657,35.202137
171,EUhjQecCVsyxPXE20DFsaw,-111.8666152,33.436691
172,WY42DgmUoYk1037gssAkxA,-81.536547,41.393318
173,z2WGmF4fu45kp_jtyuybeg,-112.3931258,33.4570443
174,Y5EralXpOcigSLwkJasAXw,-73.6326336,45.5122247
175,-CQOi19Yld530V-_Jz9rBQ,9.02116,48.7261
176,iJ4asegD61MbFZ16CYI5mw,-111.961700897,33.4061600051
177,yFUvKpW66cNsYXD6inDsog,-111.9442454,33.6246505
178,HQpMwOOrGND3GaRqMNV9ig,-79.3877578013,43.844378229
179,GiUvdPq6S-g7c10IV7cTHA,-112.3278161,33.4334649
180,sFg3G8-oMGeiHYsVqKN7PQ,-112.032087361,33.4799768372
181,PkNVYBczFG4RsRM6w7hQHA,-73.3768551455,45.5057439582
182,GBCs0LMF006Z2Ri2GEAl3Q,-79.7115283,43.558368
183,9gPw3eOL0U0RfBHPdniQ2A,-79.7593641,43.4498177
184,Sh_Bj99g52SV9xJva-zYnw,-73.8497857,45.4882021
185,riXr33UJRQXVMKJcNZPqqw,-81.5152082,41.435124
186,OyPWyqSC_dtLQsRJJhvlSQ,-79.5834373,43.553632
187,d7S0CLqE_v4fVJLPhY1IDA,-111.839305,33.4520068
188,KcW_eVY0T0NSwlbXqUrRuw,-73.57239,45.5012661
189,XZz0GiCXjB1RhU_sx371MQ,-73.5730421,45.4961799
190,htllg7z_3firi_F2NLksWw,-81.678853,41.421414
191,sjrTFzrb7_pzzBEpC-BvpA,-3.1972138,55.9541097
192,c_xCs0pCLZVM6ImvqXEFPA,-114.992627937,36.0128348019
193,aFBCmJUYrPeol_P75QX7Jw,-79.3824108582,43.8643333797
194,bXCWON2Me0o86qvAb-XZPQ,-79.9541429,40.4804486
195,VlDTUr3y-bdVZDKXEILKfQ,-112.3944781,33.4564118
196,wvCU61bSTtO8Cj7dhyrfMw,-89.502216687,43.0595488731
197,1R0SfOQnSknw4wzrZGaFVw,-79.8955548,40.4539914
198,0HaSwss_agyMiGTT9kIX6g,-79.9034257,40.3855183
199,2Ow-hFjuUJNrOJelKjfj6w,-80.842621,35.308318
200,2o8YsY97f73GnZgPtTNAvg,-112.2727002,33.5513582
201,ZbrVVl1bCyrlMuVkJb9osw,-79.4687866979,43.7863316605
202,GPK5oG-H6JUPo2a5hBxRBQ,-79.3147736,43.6780488
203,2eUVkmVjU4K0HJKZd_CaYQ,-79.6678541,43.4461123
204,pfn4CSTtpjSkN-OeyAafJQ,-79.4192,43.7956378
205,nB0SDknanRBT0b9HDqJv8g,-112.166838,33.378152
206,bcCBj67idzZMrjqbsyjEyQ,-80.8484579,35.174487
207,_WtxQbDK7B-ExGdeG-2j6Q,-112.0470752,33.5303818
208,NBy3LuucJBPpo49vC2Aq_g,-80.9303651,35.145665
209,J_NA-_WNLAJQg7eZwn1dWw,-80.1014097,40.294974
210,1CL8v1mIwpGh-FW0U6BH8Q,-112.186737,33.5244194
211,CrvSOAA4LduH4dHxWh_nJw,-79.4810739,44.0597151
212,qoUo4VY2KpPmHbFVYcxGog,-79.4150635,43.6752845
213,Rwbj2ed2IHEAQlCFl2pR-g,-3.1857528,55.9573831
214,tcclqqE4T8XbgS-02vsl6A,-115.1545244,36.1639607
215,78hGCrQ6wLA2yh8zMywnmw,-115.289778748,36.1606833526
216,znZjTq9MhVesMpnReKSQfg,-79.3896216,43.6547916
217,x84c7qW3iiHTSZZzZMlP1g,-79.3020157,43.7674555
218,z0nVjbfDw8eb7N57HWNg8w,-79.9857014,40.4694421
219,PpwnEPXJwxnmBveEjgb5-w,-81.8128145,41.4182685
220,WZr2xQd7kezXEJPluxTQxA,-73.5744203,45.4994472
221,EQIT5u3x0TX_hFGi8C_fpA,-80.6458476,35.3225144
222,XQRqEueK3br2lXRtBQPN6g,-80.767278,35.0507959
223,KkXSMj3XWTAHPoGu6l5RyQ,-112.268813803,33.552259201
224,t1w-AqAHPL-apnKtoboodQ,-89.4235595,43.0682616
225,FfW-oamgXcgFJn6ld1B3uA,-115.065821361,36.1394975394
226,w9IDJZeQhTQuBSTEu4nheA,-79.8130032421,40.429091169
227,zRN6HzfkPS1REtGiZ60Pvg,-79.7659288,40.4394156
228,-Bb3kfdHIX1qm2RvtHnOTQ,-80.702461,35.128028
229,HWaBnF3QWiUyPoxPudRynA,-3.2019429176,55.94325411
230,vmIF48wKEKk2X6Lj_TFFTw,-80.6962257,35.0867426
231,gECTGhoToWi4PPxhSlJ40g,-74.3386937625,45.6559026381
232,jqp--3Unhkr0a5_ofPWLEw,-79.3979823522,43.6500907844
233,ml9WFLPNAIryG6zQnd9qBA,-115.1015883,36.0787044
234,_rXRnGcU3RFtsehmdL0ucw,-111.8240737,33.4234158
235,olcmJozm8Oq0yTQHGAJYfw,-111.9885167,33.448829
236,x3XmzWJUMEPLAvugNqIYQA,-79.5289656,43.6484948
237,fxzJUobIMdsEngsgY1zw0g,9.15175,48.921
238,E0hjQKyw3IRaVsyayTPr7w,-3.2159857,55.9462019
239,Ei4voH2C7JgCyFmABY_CfA,-79.9963285,40.4436238
240,8klKfy9tK0ySi1l_ajOR5w,-79.3886397,43.6676952
241,NOdSt1Ku8s272TIT9TNzgA,-80.79141,35.333813
242,5Wq85xOGaeLK3V-tBKKASQ,-79.26831007,43.7880320608
243,n-6NSy9JxV8qzNGlJ5OKYQ,-79.5568671,43.6112889
244,SnG8MYf1ThNvC_1GpqR8oA,-81.5613331,41.4092974
245,DwfOyiI7x7ei2mHcoPwljQ,-111.6322395,33.4348086
246,dsjm1OapTkVlNBUDJS-iyg,9.176771,48.7737227
247,eJsZ2S_Bvj68nu2AIwO0sQ,-73.7337042,45.6084095
248,KZADLBa7Q9VaanohMummfQ,-73.846439,45.651428
249,hhNq1G3t1BhGjTctx4U8Xw,-80.648073,35.32706
250,k0wxNxCTeMPmuOiONwqFZA,-73.3298390384,45.5770212431
251,kgDGINJY43plL7VtPiC6Sw,-73.44003,45.4412793
252,R61ohx9M8sw_gHsPoDCgyw,-80.8385574,35.2034162
253,kZh-0f291AiayMgs1EqwIQ,-79.427059,43.6425668
254,X9SP5y9ER1Nt5-avJ2mRUQ,-73.6194521561,45.4789159744
255,jPE7EGhcFyVor-rzbppDgw,-73.5785428,45.5283146
256,-pGO9M4JLQJHiaCOrqCgbQ,-115.3194725,36.159591
257,OeeQkxeqdYTP5qNKGHznHQ,-79.0190397,43.8453532
258,AUFFJBCh6spwBFJI6SnITg,-112.0991244,33.5553217
259,Q7YfGjBcFFpy3FUMOw7GLw,-79.3971258402,43.7070001967
260,l_tk3iLmyKfBUCK-6nBbHg,-3.1962801801,55.9535169854
261,h5Jld51ZMzM6UyCHzQLOnA,-73.5805276,45.4796498
262,PT6tAoQxtCqsGc7r4nEXLQ,-79.3814699,43.6548774
263,Qg6JmG0EDCQ6-EE9Wufh3g,-81.203796,41.582243
264,I7HGSg1OfAbO9X-mbDYdxg,-112.000193,33.406792
265,qBiLs12q5GO_PNp01vACoQ,-115.167053528,36.2389277065
266,nrwKiDMr4odCkjx78e5IfQ,-111.923719424,33.7006985225
267,XbkpdDXhunFhAWLNRAiVIw,-112.098337,33.553457
268,f5xWoqdRa5E0LF9fANwwsA,-79.3774802,43.6527942
269,09E4gjiUN_nSqaTprCLD9A,-79.9343681,40.4521434
270,ql0AaBp68ckekxvWOF8xLA,-79.992016,40.4387014
271,PFZttUCEfHHjNnM-qzWQEQ,-115.04692221,36.0556942302
272,P5VtqamycWfDkS2_v-qU_Q,-111.9355927,33.4234904
273,ihk6lWFPuVi___DSucNelQ,-79.3063174,43.8261994
274,iPM8BXV6vEVEci8ttsOObQ,-115.2435889,36.0455949
275,M_OC2olkkpovsySs4GKSCA,-79.1498878,43.7971438
276,Y0_KRVDTasHCTh_P-WRSqg,-88.2814842,40.1125075
277,7HQJ8q9_p9OR3XLPBH1NGQ,-81.6862887,41.3593115
278,Hq86WlkF7bdQlaGe_p5fHA,-79.4221586663,43.6433600769
279,ddEDgarAoRJ_ANMvTuRkzw,-81.169418,35.23256
280,J3YktOV6HCQYIVRU_lVZJA,-80.7431575,35.3133839
281,kYD9E14AijONhJ7rFsyLrg,-79.383696553,43.6572873032
282,r5rpFRQRRd7G60pUaoj_cA,9.2070694,48.8316511
283,WxNGCzvx10GwJchaeHNfpA,-111.8407481,33.3904322
284,hbQ32n6zK2NHraMh2yIFLw,-111.9269931,33.5780787
285,KxUczoGoAwkX9mSHwWlUAw,-73.5702932,45.5130177
286,KQBbM_4sAkzWrmaK_Pnksw,-111.9165377,33.4966693
287,0-5hY1Yu-iS2i5R3F2IWcA,-79.7148821752,43.681508893
288,ggboOJmlIoA81agZ1_Ezxg,9.1090298,48.732
289,im-g2IeVtrNOqlFXc0QUhg,-73.5685699,45.5028115
290,ivRqPlaZQjVGGNgzd5nlDg,-79.5651231,44.1142147
291,a_ZTzmEgdKiSgujroKe9cg,-80.8044755093,35.0352281906
292,YDIYAheP5EwrL3cnkrYEdg,-81.816248,41.136956
293,pquz4eXd3uh-BauXiIDotw,-73.5644282,45.515739
294,nfon786ZkZzzgJwI_8hZXQ,-112.337406166,33.4615214037
295,a11zyJN_ue0CQ_bjoeke-w,-111.918608,33.5003559
296,25CzbDgm1MsT31NhA6KYog,-80.085541,40.407946
297,mgkzOlvtT_PUHIt1ftjcPQ,-81.3933538646,41.3582481444
298,0wKOp9CBQbiByRn8Qp7NIg,-111.990712,33.413496
299,2aiaryk7kgUBhXhVu-9vHg,-3.2044903,55.9514296
300,LJ6tewxquGs3J4yYPyi2oQ,-73.9656257629,45.387442473
301,M8q0o34e4t-IMaltHX-PBw,-80.7223831,35.1163544
302,-InU2nAbC9AuS-Um2Cowgw,-80.2272121,40.5844706
303,jBjksY4ets9gDuGwAGCxYQ,-111.978279,33.331773
304,t9KauhVidmeKlJBjdsaY4g,-111.849501,33.421874
305,gOvEzwpu3KbW5aJReQzYRg,-79.4005984,43.6547896
306,mB_cI1tCrNxxvr2e2myNrQ,-115.1721291,36.108719
307,CAhoEZPcAEvBSoCxn_fAjQ,-79.33701,43.854806
308,n0tnioUYabmpBrTwmIq08Q,-115.1528506,36.2617517
309,twirfhS-LvbQjAoZjoxWOQ,-79.4390708916,43.6876633216
310,BLtzUCwmGOSVgPJ78N3ORA,-88.197063,40.111024
311,Dxh9o8B6EP3QWMKs3STXbw,-79.3442706772,43.8181368941
312,yk8hg2Q6_m5Rviqq_eAaGA,-111.683508,33.394607
313,eHL-mjHj4fs4x4z3ohxEeA,-73.5561591,45.5055906
314,IXH_aorv1x88UfRZrYDz4g,-115.223711979,36.1757269389
315,yPIosRz_YOL_nUtmGb88kw,-73.5872569,45.54567
316,5nyKUHibR4GCs6ojVljFdA,-79.3806859,43.6564397
317,WhTycXEq9BKMPHBBGMVRyA,-73.744231,45.549134
318,chjcBo4VEXBuiD11Or5Wbw,-79.6039799,43.7769996
319,Mv3pO01Alty1pXQwi-Uy5A,-79.4383381,43.6403877
320,9I2Wlrph9kA0qHZUpRJSZA,-79.783113,43.5982878
321,-sb0ObLL_3_x5a-U3DL8ug,-73.5762308,45.4951979
322,oWlw9371cuPN-dQ-VEwgYg,-89.3844089,42.9254464
323,T55YplPugr7XcR4QMSs9-g,-73.5672707,45.4597971
324,aqrTv6QiU0J9Sxm_T--c5g,-111.9262663,33.6377527
325,xUsLyzWQId6nXwNDVq08qQ,-79.983,40.368626
326,sz59vCd4YrfF2JBf153dDQ,-115.0506202,36.0222972
327,ptO-2UMzCfzBqHcV0Fwf8g,-79.3863045,43.6706237
328,JIdYxFhQTRkIkNqR2c3sYw,-73.7242912,45.5569544
329,EVfJbLXSMZOF8K3vFOaLOw,-81.7355934,41.4253448
330,trodK1jXLGIn5qjJCooIpQ,-80.8278787,35.153958
331,VjvZik_uBJ-UyHdT2PdPPg,-115.2617449,36.1094195
332,dsYjWjV0vr1RgSJ78B7K1w,-111.928009,33.8000527
333,mIoTQ6CyAL7FCpYYmCDuzQ,-79.5816639585,43.6119843723
334,8gVq0xCXVeAAS3-nsifAgQ,-89.3921359,43.075006
335,yd8eSlXQ2PEVjwaWu3FeFw,-79.432464,43.6605096
336,_mhvNVG47ePnb5MEo4bo9Q,9.19599,48.6554
337,aXnWWp6Reaep4-0iKWlYHQ,-79.3859029,43.6676511
338,JJh7q69jbfACuVBr93p8EQ,-111.8870314,33.5810886
339,Flpfv60BjAFazYuDwpjaUQ,-115.2094889,36.142663
340,HzGeL_H3rkm5W9DkN9FQBw,-80.8839121,35.2158447
341,1lnIoAIB6U5ywPTC2LG8aQ,-79.3839546,43.8450976
342,5Xzjb7ATQHCozQGedQTiyA,-111.9390302,33.4197977
343,1d-bskPWu2zKZSEa2-4kfA,-81.7359086,41.4122706
344,gmcX09wia5q23Kkm3K-GDg,9.1896484572,48.7554273201
345,TNjlLA1DdH75TX_J_XQSRw,-115.116291217,36.1002674956
346,iqQKB-JSd_s-My4IfjUCvg,-3.1872091,55.9489418
347,HKzPwCmhz8sLDVCFQzmqUw,-80.2375227,40.3685652
348,RfVhN1hN23B7WYizdtKOwQ,-79.6818179,43.7111659
349,yF9G4dJAm94pfnEWzPtPYQ,-111.8076814,33.3927653
350,QCjlH4E0tD1McLC5TN7MdA,-79.091503,43.8364649
351,GN1MQK04zcS32HbY5Y0Vlw,-79.9012144,40.489356
352,EVZumrOiqpMhvrscukkzBQ,-88.3980202674,40.1963847713
353,9305Mb-osQjTO3shBj92qg,-73.5799237,45.4948224
354,lAXvPp580Puo-BPlbE_o1g,-73.5532352,45.5068013
355,5ynZ0MPIgL7ynksyGpoHqw,-79.6886231,43.4476791
356,hGstBaUTRdrO1IcTLlRQlw,-111.642224,33.3312297
357,kvqULv65K7Zie2cYv6e6RQ,-112.059204,33.571917
358,s36Rk0jd78z75LaqifnU3Q,-79.810933,40.429105
359,vcMD6mZfvjtAxuCMoAfSNA,-111.936102,33.3782241
360,knyRhFaM4Bwa8AldEbOiqw,-111.923504,33.674634
361,w53w6IvO6EWZyh7VF12oJg,-79.8443432897,40.5351721375
362,d9GA1unKbggz-VrGw3-JQQ,-80.801695,35.203609
363,qGqMAC1r7fStx1qJkFsyOQ,-111.9327918,33.414651
364,OE1emTl3wuvxy01ufROBtw,-112.0270172,33.5080183
365,XMj8umgw7chot5IjqSeVBw,9.1742,48.8315
366,ZSnAyj829ZcaGGxs-6sArA,-81.734072,41.3632783
367,tUFMDX155FxhNX3sQb2dDQ,-111.927247687,33.5030961023
368,6i85klFHaetcuH96Shw2Pg,-81.37123,41.583357
369,4Ro6AiYhiinh6hly2Pbdfw,-81.563535,41.46421
370,Pob2dc78tnWVkcc0yP6PeQ,-111.9255493,33.4922045
371,OIYLPeKUXkhxfnJiDqQdzQ,-112.2796661,33.4646908
372,rgg8WrhcqxXecU58BPCoqQ,-80.9361884981,35.0957476278
373,qLvvqnjr7UP5-0wCOubDSg,-112.201531,33.509386
374,xVEtGucSRLk5pxxN0t4i6g,-115.172189,36.112477
375,YQ--LJ7pvjiDSqNv0TuKTQ,-115.169034004,36.1248767264
376,w0ZxXnBGPImeZ9sGMLfe7g,-79.3169103563,43.7762187405
